iter	Passed	Remaining
471	148419	1423825
472	148723	1423401
473	149034	1423058
474	149344	1422703
475	149654	1422342
476	149993	1422261
477	150329	1422153
478	150658	1421974
479	150992	1421842
480	151333	1421777
481	151668	1421659
482	152021	1421700
483	152366	1421671
484	152704	1421568
485	153067	1421704
486	153423	1421767
487	153758	1421637
488	154093	1421503
489	154419	1421293
490	154752	1421136
491	155076	1420899
492	155394	1420616
493	155726	1420449
494	156047	1420185
495	156370	1419944
496	156707	1419830
497	157025	1419538
498	157354	1419346
499	157681	1419131
500	158029	1419107
501	158382	1419133
502	158717	1418987
503	159039	1418732
504	159374	1418593
505	159714	1418488
506	160035	1418224
507	160363	1418019
508	160696	1417855
509	161030	1417703
510	161354	1417456
511	161689	1417308
512	162022	1417148
513	162347	1416907
514	162687	1416800
515	163017	1416610
516	163347	1416419
517	163681	1416252
518	164015	1416094
519	164343	1415879
520	164682	1415762
521	165015	1415591
522	165340	1415353
523	165673	1415184
524	165999	1414950
525	166325	1414719
526	166663	1414584
527	166999	1414438
528	167329	1414232
529	167664	1414074
530	167989	1413834
531	168316	1413604
532	168653	1413459
533	168973	1413177
534	169266	1412659
535	169579	1412316
536	169893	1411985
537	170222	1411770
538	170521	1411313
539	170832	1410949
540	171149	1410642
541	171450	1410197
542	171762	1409846
543	172064	1409408
544	172366	1408977
545	172681	1408654
546	172988	1408258
547	173293	1407851
548	173598	1407442
549	173908	1407077
550	174212	1406661
551	174548	1406506
552	174866	1406206
553	175170	1405793
554	175479	1405420
555	175800	1405136
556	176107	1404747
557	176411	1404337
558	176758	1404264
559	177090	1404074
560	177415	1403830
561	177752	1403674
562	178060	1403290
563	178359	1402842
564	178667	1402457
565	178970	1402043
566	179263	1401539
567	179571	1401163
568	179867	1400689
569	180181	1400360
570	180502	1400077
571	180940	1400708
572	181360	1401193
573	181730	1401288
574	182072	1401166
575	182458	1401380
576	182825	1401447
577	183186	1401469
578	183517	1401262
579	183829	1400908
580	184139	1400536
581	184445	1400135
582	184762	1399823
583	185059	1399352
584	185357	1398897
585	185665	1398513
586	185950	1397958
587	186243	1397459
588	186536	1396961
589	186833	1396497
590	187115	1395926
591	187399	1395367
592	187685	1394823
593	187976	1394316
594	188265	1393793
595	188578	1393455
596	188869	1392950
597	189157	1392423
598	189442	1391877
599	189736	1391402
600	190029	1390916
601	190349	1390623
602	190668	1390330
603	190964	1389868
604	191250	1389335
605	191584	1389142
606	191870	1388614
607	192175	1388216
608	192471	1387751
609	192759	1387234
610	193045	1386706
611	193328	1386151
612	193619	1385655
613	193910	1385164
614	194212	1384753
615	194502	1384254
616	194800	1383809
617	195088	1383296
618	195389	1382878
619	195683	1382412
620	195972	1381904
621	196263	1381415
622	196552	1380912
623	196857	1380525
624	197149	1380045
625	197436	1379535
626	197723	1379021
627	198011	1378510
628	198295	1377978
629	198602	1377608
630	198904	1377197
631	199190	1376681
632	199474	1376150
633	199774	1375736
634	200072	1375303
635	200363	1374818
636	200660	1374382
637	200964	1373995
638	201251	1373489
639	201534	1372950
640	201848	1372629
641	202142	1372175
642	202433	1371697
643	202726	1371236
644	203009	1370710
645	203297	1370211
646	203592	1369763
647	203889	1369332
648	204179	1368850
649	204483	1368469
650	204795	1368137
651	205126	1367927
652	205433	1367567
653	205737	1367179
654	206027	1366702
655	206326	1366285
656	206621	1365839
657	206927	1365467
658	207219	1365006
659	207512	1364550
660	207802	1364075
661	208082	1363535
662	208365	1363017
663	208665	1362612
664	208980	1362298
665	209268	1361818
666	209564	1361380
667	209852	1360901
668	210137	1360394
669	210424	1359908
670	210717	1359455
671	211011	1359017
672	211295	1358507
673	211589	1358068
674	211879	1357599
675	212167	1357120
676	212455	1356641
677	212745	1356174
678	213043	1355756
679	213331	1355284
680	213631	1354883
681	213918	1354401
682	214207	1353926
683	214496	1353462
684	214792	1353036
685	215088	1352614
686	215368	1352088
687	215667	1351680
688	216253	1353073
689	216545	1352624
690	216849	1352249
691	217145	1351823
692	217433	1351353
693	217733	1350949
694	218022	1350484
695	218297	1349932
696	218596	1349525
697	218894	1349120
698	219191	1348699
699	219476	1348214
700	219772	1347789
701	220092	1347516
702	220377	1347030
703	220672	1346601
704	220968	1346183
705	221278	1345850
706	221578	1345456
707	221867	1344994
708	222161	1344563
709	222447	1344081
710	222746	1343685
711	223074	1343457
712	223367	1343024
713	223659	1342583
714	223946	1342112
715	224243	1341704
716	224530	1341230
717	224832	1340854
718	225132	1340465
719	225416	1339978
720	225706	1339526
721	226003	1339115
722	226296	1338685
723	226598	1338310
724	226904	1337953
725	227202	1337551
726	227512	1337222
727	227815	1336853
728	228115	1336460
729	228416	1336080
730	228718	1335703
731	229018	1335314
732	229314	1334904
733	229624	1334576
734	229925	1334195
735	230223	1333795
736	230532	1333461
737	230837	1333099
738	231139	1332725
739	231433	1332306
740	231737	1331943
741	232029	1331512
742	232339	1331182
743	232650	1330862
744	232949	1330472
745	233255	1330118
746	233568	1329808
747	233881	1329497
748	234191	1329168
749	234500	1328834
750	234810	1328507
751	235141	1328298
752	235437	1327894
753	235746	1327557
754	236040	1327141
755	236349	1326809
756	236657	1326472
757	236957	1326087
758	237261	1325725
759	237569	1325385
760	237875	1325037
761	238175	1324653
762	238473	1324262
763	238774	1323885
764	239076	1323512
765	239372	1323109
766	239683	1322790
767	239987	1322432
768	240295	1322094
769	240606	1321773
770	240909	1321408
771	241215	1321059
772	241529	1320758
773	241842	1320447
774	242140	1320058
775	242450	1319730
776	242763	1319419
777	243078	1319120
778	243392	1318821
779	243696	1318462
780	243998	1318092
781	244294	1317688
782	244598	1317333
783	244901	1316971
784	245212	1316650
785	245523	1316333
786	245820	1315936
787	246124	1315577
788	246431	1315237
789	246745	1314936
790	247047	1314569
791	247342	1314164
792	247653	1313842
793	247956	1313481
794	248259	1313118
795	248564	1312769
796	248862	1312384
797	249163	1312013
798	249466	1311650
799	249768	1311285
800	250074	1310938
801	250403	1310717
802	250720	1310426
803	251025	1310080
804	251334	1309748
805	251681	1309618
806	251988	1309280
807	252283	1308874
808	252588	1308528
809	252888	1308153
810	253193	1307804
811	253503	1307480
812	253804	1307107
813	254104	1306732
814	254402	1306350
815	254717	1306053
816	255016	1305674
817	255321	1305324
818	255644	1305068
819	255942	1304680
820	256234	1304266
821	256538	1303912
822	256839	1303548
823	257150	1303230
824	257463	1302921
825	257769	1302580
826	258074	1302231
827	258384	1301909
828	258686	1301547
829	258990	1301191
830	259287	1300807
831	259590	1300449
832	259890	1300075
833	260189	1299699
834	260489	1299330
835	260796	1298990
836	261095	1298614
837	261391	1298223
838	261701	1297899
839	262006	1297556
840	262311	1297210
841	262620	1296882
842	262917	1296499
843	263221	1296145
844	263522	1295781
845	263855	1295574
846	264201	1295431
847	264555	1295321
848	264908	1295210
849	265224	1294920
850	265551	1294681
851	265894	1294518
852	266211	1294232
853	266538	1293993
854	266887	1293857
855	267225	1293670
856	267602	1293674
857	267970	1293630
858	268311	1293456
859	268665	1293344
860	268973	1293011
861	269278	1292662
862	269605	1292417
863	269933	1292181
864	270252	1291899
865	270586	1291691
866	270909	1291427
867	271214	1291081
868	271554	1290897
869	271876	1290633
870	272188	1290317
871	272542	1290200
872	272865	1289935
873	273178	1289627
874	273512	1289415
875	273838	1289164
876	274150	1288851
877	274476	1288601
878	274808	1288380
879	275130	1288108
880	275451	1287837
881	275780	1287602
882	276104	1287341
883	276427	1287078
884	276766	1286887
885	277093	1286638
886	277409	1286343
887	277730	1286066
888	278058	1285823
889	278384	1285571
890	278714	1285341
891	279032	1285051
892	279343	1284728
893	279674	1284499
894	280005	1284269
895	280321	1283972
896	280640	1283687
897	280970	1283453
898	281294	1283189
899	281638	1283018
900	281964	1282764
901	282319	1282642
902	282647	1282399
903	282946	1282023
904	283247	1281654
905	283570	1281388
906	283896	1281135
907	284228	1280904
908	284568	1280714
909	284888	1280432
910	285195	1280094
911	285528	1279869
912	285845	1279571
913	286169	1279308
914	286528	1279201
915	286904	1279166
916	287235	1278932
917	287570	1278715
918	287907	1278510
919	288210	1278152
920	288531	1277870
921	288851	1277589
922	289184	1277362
923	289523	1277162
924	289828	1276811
925	290117	1276393
926	290403	1275959
927	290703	1275584
928	291022	1275299
929	291303	1274845
930	291592	1274425
931	291876	1273982
932	292162	1273551
933	292451	1273134
934	292756	1272785
935	293050	1272389
936	293353	1272033
937	293650	1271649
938	293937	1271224
939	294225	1270802
940	294524	1270430
941	294826	1270068
942	295114	1269647
943	295401	1269225
944	295691	1268814
945	295979	1268395
946	296271	1267990
947	296576	1267643
948	296871	1267255
949	297153	1266810
950	297463	1266485
951	297800	1266276
952	298090	1265868
953	298397	1265531
954	298723	1265272
955	299014	1264868
956	299301	1264449
957	299643	1264258
958	300175	1264869
959	300458	1264430
960	300756	1264051
961	301044	1263634
962	301328	1263200
963	301624	1262816
964	301907	1262378
965	302207	1262014
966	302513	1261671
967	302805	1261272
968	303091	1260847
969	303380	1260435
970	303669	1260023
971	303961	1259624
972	304256	1259241
973	304548	1258843
974	304831	1258406
975	305115	1257974
976	305408	1257582
977	305710	1257226
978	306003	1256834
979	306318	1256529
980	306611	1256137
981	306903	1255742
982	307199	1255362
983	307495	1254983
984	307794	1254614
985	308087	1254221
986	308384	1253847
987	308692	1253515
988	308983	1253117
989	309260	1252662
990	309607	1252487
991	309892	1252066
992	310184	1251671
993	310465	1251230
994	310751	1250815
995	311047	1250434
996	311358	1250119
997	311665	1249783
998	311951	1249366
999	312242	1248970
1000	312528	1248552
1001	312845	1248258
1002	313133	1247852
1003	313431	1247483
1004	313733	1247128
1005	314032	1246763
1006	314334	1246412
1007	314633	1246049
1008	314932	1245685
1009	315232	1245324
1010	315521	1244920
1011	315808	1244509
1012	316096	1244103
1013	316374	1243657
1014	316685	1243340
1015	316992	1243011
1016	317274	1242582
